title;budget;genres;original_language;release_date;revenue;runtime;vote_average;vote_count
Gundress;0;Animation | Action | Science Fiction;en;1999-03-20;0;81;5.5;2
The King and I;25000000;Animation | Drama | Family;en;1999-03-19;12000000;87;5.0;23
True Crime;0;Crime | Drama;en;1999-03-19;0;127;6.3;146
Arlington Road;21500000;Drama | Thriller | Mystery;en;1999-03-19;0;117;7.0;246
Ravenous;12000000;Comedy | Horror | Thriller | Western;en;1999-03-16;0;100;6.8;144
From Dusk Till Dawn 2 - Texas Blood Money;5000000;Crime | Action | Horror | Thriller;en;1999-03-16;0;88;4.4;114
Giving It Up;0;Comedy | Romance;en;1999-03-16;0;90;4.4;5
Fatty Drives the Bus;0;;en;1999-03-14;0;82;8.0;1
The Corruptor;25000000;Action | Crime | Mystery | Thriller;en;1999-03-12;15156200;110;6.1;60
The Deep End of the Ocean;38000000;Drama | Mystery;en;1999-03-12;28121100;106;6.0;58
Baby Geniuses;12000000;Science Fiction | Comedy | Family;en;1999-03-12;36450736;97;3.3;75
Forces of Nature;75000000;Romance | Comedy;en;1999-03-12;93888180;105;5.1;141
It All Starts Today;0;Drama;fr;1999-03-12;0;117;7.1;10
Dying of Laughter;3000000;Comedy | Foreign;es;1999-03-12;0;113;6.1;18
Wishmaster 2 - Evil Never Dies;2500000;Fantasy | Horror;en;1999-03-12;0;96;5.0;53
The Rage - Carrie 2;21000000;Horror | Thriller | Science Fiction;en;1999-03-11;17762705;104;5.1;79
Wing Commander;30000000;Action | Science Fiction;en;1999-03-11;0;100;4.0;75
A Fare to Remember;0;Drama | Romance;en;1999-03-11;0;100;4.5;2
Yu☆Gi☆Oh!;0;Adventure | Animation | Fantasy;ja;1999-03-06;0;31;6.6;5
Analyze This;80000000;Comedy | Crime;en;1999-03-05;176885658;103;6.4;512
Cruel Intentions;10500000;Drama | Romance | Thriller;en;1999-03-05;75902208;97;6.6;848
Night Wind;0;Drama;fr;1999-03-03;0;95;6.0;4
A Fish in the Bathtub;0;Comedy;en;1999-03-01;0;96;6.0;1
200 Cigarettes;6000000;Comedy | Drama | Romance;en;1999-02-26;6852450;101;6.1;44
8MM;40000000;Thriller | Crime | Mystery;en;1999-02-26;96618699;123;6.1;479
The Other Sister;35000000;Comedy | Drama | Romance;en;1999-02-26;0;130;6.0;35
The Breaks;0;Comedy;en;1999-02-26;0;86;5.2;3
Just the Ticket;12000000;Comedy | Romance;en;1999-02-26;0;115;5.8;8
Kaun?;0;Thriller | Mystery;hi;1999-02-26;0;100;5.0;4
The Minus Man;0;Drama | Thriller;en;1999-02-25;370668;111;6.4;19
Juha;1000000;Romance | Comedy | Drama;fi;1999-02-25;0;78;6.8;9
The Idiot Returns;0;;cs;1999-02-25;0;100;6.6;5
Message in a Bottle;80000000;Romance | Drama;en;1999-02-22;118880016;131;5.9;198
Velocity Trap;0;Science Fiction;en;1999-02-22;0;86;4.7;6
Passing Glory;0;Drama;en;1999-02-21;0;100;7.0;1
October Sky;0;Drama | Family;en;1999-02-19;0;108;7.4;259
Office Space;10000000;Comedy | Crime;en;1999-02-19;12827813;89;7.4;1068
Conceiving Ada;0;Science Fiction | Drama | Fantasy;en;1999-02-19;0;85;0.0;0
Breaking Out;0;Comedy | Drama;sv;1999-02-19;0;105;5.0;11
Buena Vista Social Club;0;Documentary | Music;en;1999-02-17;0;105;7.3;76
Simon Magus;0;;en;1999-02-17;0;101;10.0;1
True Heart;0;Action | Adventure | Drama | Family;en;1999-02-17;0;92;5.1;7
Journey to the Sun;0;Drama;tr;1999-02-16;0;104;7.0;5
Spooky Town;0;Horror | Western;en;1999-02-16;0;81;5.3;2
Better Than Chocolate;0;Drama | Romance;en;1999-02-14;0;101;6.4;25
Breakfast of Champions;12000000;Comedy;en;1999-02-13;0;110;5.2;28
Shiri;5000000;Action | Adventure | Drama | Thriller;ko;1999-02-13;0;125;6.0;41
King of Comedy;0;Comedy | Drama | Romance;cn;1999-02-13;0;89;6.9;34
Blast from the Past;35000000;Comedy | Romance;en;1999-02-12;40263020;112;6.3;247
Set Me Free;0;Drama | Romance;fr;1999-02-12;0;95;6.7;3
Gorgeous;0;Adventure | Action | Comedy | Romance;cn;1999-02-12;0;121;6.0;84
Lola and Billy the Kid;0;Drama;de;1999-02-12;0;91;6.8;7
My Favorite Martian;65000000;Comedy | Drama | Family | Science Fiction;en;1999-02-11;36850101;94;5.1;81
Speedway Junky;1000000;Romance | Drama | Crime;en;1999-02-11;0;104;5.2;7
Sex - The Annabel Chong Story;0;Documentary;en;1999-02-11;0;86;5.3;3
The Clown at Midnight;0;Horror | Thriller;en;1999-02-09;0;91;4.9;9
The Color of Paradise;0;Drama | Family;fa;1999-02-08;0;90;7.1;34
With Fire and Sword;0;Adventure | Crime | Drama | History;pl;1999-02-08;0;175;6.7;9
George Carlin - You Are All Diseased;0;Comedy | Documentary | TV Movie;en;1999-02-06;0;65;8.0;14
Payback;90000000;Drama | Action | Thriller | Crime;en;1999-02-05;161626121;100;6.7;557
Simply Irresistible;6000000;Comedy;en;1999-02-05;4398989;95;5.5;52
An American Tail - The Mystery of the Night Monster;0;Adventure | Fantasy | Animation | Science Fiction | Mystery | Family;en;1999-02-04;0;78;5.8;30
Venus Beauty Institute;0;Comedy | Drama | Romance;fr;1999-02-03;0;105;5.4;19
Jawbreaker;3000000;Comedy;en;1999-01-30;3076820;87;5.9;93
The 24 Hour Woman;0;Comedy | Romance;en;1999-01-29;0;93;2.0;1
A Walk on the Moon;14000000;Drama | Romance;en;1999-01-29;0;107;6.2;21
Splendor;0;Comedy;en;1999-01-29;45703;93;5.5;14
Alien Cargo;0;Science Fiction;en;1999-01-28;0;90;4.9;8
The Autumn Heart;0;Drama;en;1999-01-27;11532;110;0.0;0
The Passion of Ayn Rand;0;Drama | Romance;en;1999-01-27;0;104;2.0;3
Dirty Linen;0;;it;1999-01-25;0;110;0.0;0
Outlaw Justice;0;Action | Western;en;1999-01-24;0;96;7.1;4
Santitos;0;Drama | Foreign | Romance;en;1999-01-23;0;105;6.3;2
Ringu 2;6000000;Horror;ja;1999-01-23;18686644;92;5.4;81
License to Live;0;Drama;ja;1999-01-23;0;109;6.1;5
Zenon - Girl of the 21st Century;0;Adventure | Comedy | Family | TV Movie;en;1999-01-23;0;97;5.5;37
The Theory of Flight;0;Drama;en;1999-01-22;0;101;6.0;7
The Boondock Saints;6000000;Action | Thriller | Crime;en;1999-01-22;30471;108;7.2;848
Ambush;0;Drama | War;fi;1999-01-22;0;123;6.3;13
A Slipping Down Life;0;Drama | Romance;en;1999-01-22;0;109;2.5;2
Between Your Legs;0;Drama | Romance | Thriller;es;1999-01-22;0;115;5.8;9
Getting to Know You;0;;en;1999-01-22;0;96;8.0;1
Les parasites;0;Drama | Comedy | Romance;en;1999-01-20;0;90;7.4;5
At First Sight;0;Drama | Romance;en;1999-01-15;0;128;5.9;49
In Dreams;0;Drama | Thriller;en;1999-01-15;0;100;5.4;45
Varsity Blues;0;Comedy | Drama | Romance;en;1999-01-15;0;106;6.0;126
Virus;75000000;Horror | Action | Science Fiction;en;1999-01-14;14010690;99;5.0;151
The Tough Ones;1143000;Drama | Action;fi;1999-01-14;0;105;6.8;17
The Color of Lies;0;Mystery | Drama | Crime;en;1999-01-13;0;113;4.9;11
Murder in a Small Town;0;Mystery;en;1999-01-10;0;92;4.0;4
Batman Beyond - The Movie;0;Animation | Action | Family;en;1999-01-10;0;132;7.2;41
Kiler-ów 2-óch;0;Comedy | Action;en;1999-01-08;0;127;8.1;10
Why Not Me?;0;Comedy;en;1999-01-06;0;94;6.4;6
P.U.N.K.S;0;Comedy | Family | Science Fiction;en;1999-01-05;0;115;4.9;5
The Wrong Girl;0;Thriller | Drama;en;1999-01-04;0;120;0.0;0
Babylon 5 - A Call to Arms;0;Action | Drama | Science Fiction | Adventure;en;1999-01-03;0;94;6.9;36
On the Ropes;0;;en;1999-01-01;0;94;5.0;1
Simon Sez;0;Action | Comedy | Thriller;en;1999-01-01;0;85;3.6;17
The Big Tease;0;Comedy | Foreign;en;1999-01-01;0;87;5.8;6
Cotton Mary;0;Drama | Foreign;en;1999-01-01;0;124;5.3;3
Judy Berlin;0;Comedy | Drama;en;1999-01-01;0;93;4.8;3
Regret to Inform;0;Documentary;en;1999-01-01;0;72;8.0;2
Better Living Through Circuitry;0;Documentary | Music;en;1999-01-01;0;85;4.0;2
American Pimp;0;Documentary;en;1999-01-01;0;87;6.4;15
Himalaya;0;Adventure | Drama;en;1999-01-01;0;108;6.9;18
Snow days;0;Comedy | Romance;en;1999-01-01;0;90;5.0;1
Faces of Death - Fact or Fiction?;0;Horror | Documentary;en;1999-01-01;0;54;0.0;0
New Waterford Girl;0;Comedy | Drama;en;1999-01-01;0;97;7.6;7
Rogue Trader;0;Drama;en;1999-01-01;0;101;6.0;38
Kadosh;0;Drama | Romance | Foreign;he;1999-01-01;0;110;6.1;4
The Underground Comedy Movie;0;Comedy;en;1999-01-01;0;88;2.1;5
Cremaster 2;0;Drama;en;1999-01-01;0;79;5.8;9
A Wake in Providence;0;Comedy | Romance;en;1999-01-01;402805;94;0.0;0
Dead Silent;0;Thriller;en;1999-01-01;0;95;4.1;4
Bridge of Dragons;0;Action | Science Fiction | Thriller;en;1999-01-01;0;92;5.7;7
Tube Tales;0;;en;1999-01-01;0;84;4.6;4
See You in Hell, My Darling;0;Thriller | Crime | Horror;el;1999-01-01;0;110;7.0;1
Björk - Volumen;0;Music;en;1999-01-01;0;64;9.3;3
A Conversation with Gregory Peck;0;;en;1999-01-01;0;97;7.0;1
Komodo;0;Adventure | Horror | Thriller;en;1999-01-01;0;90;4.7;25
The Item;0;;en;1999-01-01;0;100;4.5;2
Television Under The Swastika;0;Documentary | History;de;1999-01-01;0;55;0.0;0
Nukes in Space;0;Documentary | History;en;1999-01-01;0;53;5.8;3
Same Love, Same Rain;0;Comedy | Romance;en;1999-01-01;0;100;6.5;13
Direct from Brooklyn;0;Music;en;1999-01-01;0;45;0.0;0
Dancing Outlaw II - Jesco Goes to Hollywood;0;Documentary;en;1999-01-01;0;30;4.3;2
Soccer Dog - The Movie;0;Comedy | Family;en;1999-01-01;0;99;3.5;2
Stealth Fighter;0;Action | Thriller;en;1999-01-01;0;88;4.3;4
The Shepherd;0;Action | Science Fiction;en;1999-01-01;0;86;5.0;1
Stranger in My House;0;Thriller;en;1999-01-01;0;94;0.0;0
Come On, Get Happy - The Partridge Family Story;0;;en;1999-01-01;0;100;0.0;0
Dil Kya Kare;0;;en;1999-01-01;0;158;5.0;1
Ferdinando and Carolina;0;;it;1999-01-01;0;102;0.0;0
Blinker;0;Family | Mystery;en;1999-01-01;0;90;6.0;1
The Cherry Orchard;5;Drama | Comedy | Foreign;en;1999-01-01;135;141;0.0;0
The Green Elephant;0;Drama;ru;1999-01-01;0;86;6.0;8
Moonlight Express;0;Crime | Drama | Romance | Foreign;en;1999-01-01;0;106;4.5;3
Jingle Bells;0;Family;en;1999-01-01;0;48;0.0;0
Hercules - Zero to Hero;0;;en;1999-01-01;0;70;6.0;3
Robert Schimmel - Unprotected;0;Comedy;en;1999-01-01;0;55;8.5;2
Mulholland Dr.;0;Thriller | TV Movie | Drama | Mystery;en;1999-01-01;0;88;7.3;47
Deal of a Lifetime;0;Fantasy | Drama | Comedy | Science Fiction | Romance | Family;en;1999-01-01;0;94;7.7;3
Another Day in Paradise;0;Thriller | Crime | Drama;en;1998-12-30;0;101;6.4;38
The Hi-Lo Country;0;Drama | Action | Western | Romance;en;1998-12-30;0;114;4.7;9
Hilary and Jackie;0;Music | Drama;en;1998-12-30;0;121;6.5;23
Playing by Heart;20000000;Drama;en;1998-12-30;3970078;121;6.6;49
Bloody Angels;0;Thriller | Drama;no;1998-12-26;0;100;9.0;2
The Thin Red Line;52000000;Drama | History | War;en;1998-12-25;98126565;170;7.2;793
The Faculty;15000000;Horror | Mystery | Science Fiction;en;1998-12-25;40283321;104;6.2;500
Mighty Joe Young;90000000;Action | Adventure | Family | Fantasy;en;1998-12-25;0;114;5.9;208
Patch Adams;50000000;Comedy | Drama;en;1998-12-25;202292902;115;7.0;863
Stepmom;0;Drama | Romance;en;1998-12-25;0;124;6.9;286
Down in the Delta;0;Drama;en;1998-12-25;0;112;6.4;5
Hurlyburly;0;Comedy | Drama;en;1998-12-25;0;122;5.6;22
The New Swiss Family Robinson;0;Adventure;en;1998-12-25;0;90;4.8;6
The Misadventures of Margaret;5;Romance | Comedy;en;1998-12-23;0;105;10.0;1
Bimboland;0;Comedy | Romance;fr;1998-12-23;0;90;4.3;18
The Secret of NIMH 2 - Timmy to the Rescue;0;Animation | Family;en;1998-12-22;0;79;4.3;10
Hitman Hart - Wrestling with Shadows;0;Documentary;en;1998-12-20;0;93;7.4;18
Outside Ozona;0;Thriller | Comedy | Drama | Romance;en;1998-12-18;0;100;6.0;2
The Conman;0;Action | Comedy;cn;1998-12-18;0;113;5.8;5
Tommy and the Wildcat;0;Adventure | Drama | Family;fi;1998-12-18;0;102;5.0;3
The Prince of Egypt;70000000;Adventure | Animation | Drama | Family | Music;en;1998-12-15;218613188;99;6.9;847
CounterForce;7000000;Action | Thriller;en;1998-12-14;0;90;6.8;4
Jeremiah;0;Fantasy;en;1998-12-14;0;90;5.4;9
The Tempest;0;Fantasy | Drama | Science Fiction;en;1998-12-13;0;85;7.0;2
Rebirth of Mothra III;0;Action | Science Fiction | Fantasy;ja;1998-12-12;0;99;6.1;5
Pablo Escobar - King of Cocaine;0;Documentary;en;1998-12-12;0;60;4.0;1
A Simple Plan;0;Drama | Crime | Thriller;en;1998-12-11;0;121;6.9;191
Shakespeare in Love;25000000;Romance | History;en;1998-12-11;289317794;122;6.8;831
The Dentist 2 - Brace Yourself;0;Horror | Mystery;en;1998-12-11;0;100;4.3;20
Jack Frost;27000000;Comedy | Family | Drama | Fantasy;en;1998-12-10;0;101;5.5;254
Star Trek - Insurrection;70000000;Science Fiction | Action | Adventure | Thriller;en;1998-12-10;118000000;103;6.3;402
Soldier;0;Action | Thriller;hi;1998-12-10;0;156;5.9;5
Kirikou and the Sorceress;0;Fantasy | Adventure | Animation | Family;fr;1998-12-09;0;70;7.2;229
Subspecies 4 - Bloodstorm;0;Horror | Fantasy;en;1998-12-08;0;85;5.8;9
Buttcrack;0;Horror;en;1998-12-08;0;68;3.4;5
The Christmas Wish;0;Family | Drama | Romance;en;1998-12-06;0;78;3.1;4
Curtain Call;0;Romance | Science Fiction;en;1998-12-05;0;94;5.6;5
Shattered Image;0;;en;1998-12-04;0;103;0.0;0
Psycho;60000000;Horror | Mystery | Thriller;en;1998-12-04;37141130;105;4.8;233
Jerry and Tom;0;Action | Comedy | Drama | Crime;en;1998-12-04;0;107;6.7;9
Vig;0;Drama;en;1998-12-04;0;90;4.8;2
On Board;0;;en;1998-12-04;0;102;7.8;6
Free Money;0;Comedy | Crime;en;1998-12-03;0;93;5.7;9
Legionnaire;20000000;Adventure | Drama | Action | History | Thriller;en;1998-12-03;0;98;5.2;106
The Dancemaker;0;Documentary;en;1998-12-01;0;98;7.0;1
World War Three;0;War | Documentary | History | Drama | TV Movie;de;1998-12-01;0;88;6.6;4
The Land Before Time VI - The Secret of Saurus Rock;0;Family | Animation;en;1998-12-01;0;77;5.7;53
Twice Upon a Yesterday;0;Comedy | Drama | Romance;en;1998-11-27;258464;91;5.1;8
The Wisdom of Crocodiles;0;Drama | Fantasy | Horror;en;1998-11-27;0;98;5.8;28
Hi-Life;0;Comedy | Romance;en;1998-11-27;0;82;4.0;2
Doli Saja Ke Rakhna;0;;hi;1998-11-27;0;172;6.0;2
China Gate;0;Foreign;en;1998-11-27;0;179;5.4;4
Babe - Pig in the City;90000000;Adventure | Comedy | Drama | Family | Fantasy;en;1998-11-25;69131860;92;5.3;312
Home Fries;15000000;Drama | Comedy | Romance;en;1998-11-25;10443316;93;4.8;32
Ringmaster;3500000;Comedy;en;1998-11-25;9247881;90;3.8;13
Blind Faith;0;Drama;en;1998-11-23;0;122;6.5;2
Saint Maybe;0;Family | Drama;en;1998-11-22;0;95;6.5;2
Rear Window;0;Drama | Thriller | TV Movie;en;1998-11-22;0;89;4.9;24
Enemy of the State;90000000;Action | Drama | Thriller;en;1998-11-20;250649836;132;6.7;1266
The Rugrats Movie;30000000;Animation | Family;en;1998-11-20;100491683;79;5.8;149
Savior;10000000;History | Drama | War;en;1998-11-20;0;99;7.1;29
The School of Flesh;0;Romance | Drama | Mystery;fr;1998-11-18;0;110;5.7;7
Claire Dolan;0;Drama;en;1998-11-18;0;95;6.0;3
August 32nd on Earth;0;Romance | Drama;fr;1998-11-18;0;88;5.9;8
A Letter from Death Row;0;Drama | Crime | Mystery;en;1998-11-17;0;89;2.0;1
Hideous Kinky;12000000;Romance | Drama;en;1998-11-17;0;98;6.2;23
Goodbye, 20th Century;0;Adventure | Comedy | Fantasy | Science Fiction;mk;1998-11-17;0;83;7.5;2
An All Dogs Christmas Carol;0;Animation | Family | Comedy;en;1998-11-17;0;73;5.2;20
An American Tail - The Treasure of Manhattan Island;0;Family | Animation | Adventure;en;1998-11-16;0;96;5.7;36
Medusa;0;Fantasy | Thriller;en;1998-11-15;0;87;6.0;1
Byron, Ballad for a Daemon;0;Drama;el;1998-11-15;0;138;0.0;0
I Still Know What You Did Last Summer;65000000;Horror | Mystery | Thriller;en;1998-11-13;40002112;100;5.1;381
Final Cut;0;Drama | Foreign | Thriller;en;1998-11-13;0;93;5.5;7
The Girl of Your Dreams;0;Comedy | Drama;es;1998-11-13;0;121;7.1;15
Meet Joe Black;90000000;Fantasy | Drama | Mystery;en;1998-11-12;142940100;178;6.9;1174
Wind with the Gone;0;;it;1998-11-12;0;90;5.8;4
The Polar Bear;0;Action | Thriller;de;1998-11-12;0;90;5.9;12
Halloweentown;0;Adventure | Comedy | Family | Fantasy | Horror | TV Movie;en;1998-11-10;0;81;6.3;97
Babylon 5 - The River of Souls;0;Action | Drama | Science Fiction | Adventure;en;1998-11-08;0;94;6.1;29
A Knight in Camelot;0;Adventure | Fantasy | Comedy | Science Fiction | Family;en;1998-11-08;0;90;5.1;25
B. Monkey;0;Romance | Crime | Drama;en;1998-11-07;0;94;5.8;14
Jinnah;0;History | War | Drama;ur;1998-11-07;0;110;6.5;4
The Siege;70000000;Drama | Action | Thriller | Crime;en;1998-11-06;116672912;116;6.1;361
The Waterboy;23000000;Comedy;en;1998-11-06;185991646;90;5.9;521
The Second Arrival;0;Action | Adventure | Science Fiction | Thriller;en;1998-11-06;0;101;3.1;25
Little Voice;0;Comedy | Drama;en;1998-11-05;0;97;6.6;62
Belly;0;Crime | Drama;en;1998-11-04;0;96;6.1;42
Better Living;0;Comedy;en;1998-11-02;0;95;1.0;1
The Temptations;8000000;Music | Drama;en;1998-11-01;0;175;6.9;14
David and Lisa;0;TV Movie | Drama | Romance;pt;1998-11-01;0;86;6.8;5
La Patinoire;0;Comedy;en;1998-11-01;0;80;7.0;1
Poliisin poika;0;Comedy | Crime;fi;1998-11-01;0;80;5.8;4
Birdcage Inn;0;Drama;ko;1998-10-31;0;100;6.3;17
Talk of Angels;0;Drama | Romance | War;en;1998-10-30;0;96;6.8;4
American History X;20000000;Drama;en;1998-10-30;23875127;119;8.2;3120
Living Out Loud;12000000;Comedy | Drama | Romance;en;1998-10-30;12902790;100;5.4;12
Summer of the Monkeys;0;Family;en;1998-10-30;0;101;5.7;3
Fire-Eater;0;Drama;fi;1998-10-29;0;100;3.0;1
The Legend of 1900;9000000;Fantasy;it;1998-10-28;0;170;8.1;554
Samurai Fiction;0;Action | Comedy;ja;1998-10-27;0;111;6.9;18
Goodnight Mister Tom;0;Drama | Foreign | History;en;1998-10-24;0;85;6.0;16
The Mighty;0;Comedy | Drama;en;1998-10-23;0;100;7.1;51
The Alarmist;0;Comedy;en;1998-10-23;0;92;3.3;3
Apt Pupil;14000000;Drama | Thriller;en;1998-10-23;0;107;6.2;168
The Cruise;0;Documentary;en;1998-10-23;0;76;7.8;8
Velvet Goldmine;0;Drama | Music;en;1998-10-23;1053788;119;6.9;119
Alice and Martin;0;Drama | Romance;fr;1998-10-23;0;124;6.0;6
T-Rex - Back to the Cretaceous;0;Family;en;1998-10-23;0;45;4.5;3
Show Me Love;0;Comedy | Romance | Drama;sv;1998-10-23;0;89;7.1;134
The Last Broadcast;0;Horror | Mystery;en;1998-10-23;0;86;5.1;28
Lenny Bruce - Swear to Tell the Truth;0;Comedy | Documentary;en;1998-10-21;21350;100;9.5;1
Modern Vampires;0;Action | Comedy | Horror | Romance | Thriller;en;1998-10-19;0;91;5.0;13
The Pear Tree;0;Romance | Drama;fa;1998-10-18;0;95;6.0;3
Bride of Chucky;25000000;Horror | Comedy;en;1998-10-16;50671850;89;5.5;366
Practical Magic;75000000;Drama | Fantasy | Comedy;en;1998-10-16;46683377;104;6.3;348
Reach The Rock;0;Comedy | Drama;en;1998-10-16;0;100;7.5;3
The Grandfather;0;Drama | Foreign;es;1998-10-16;0;151;6.7;11
Kuch Kuch Hota Hai;1530000;Drama | Romance;hi;1998-10-16;15306000;185;7.5;93
Rudolph the Red-Nosed Reindeer - The Movie;0;Family | Animation;en;1998-10-16;0;83;5.8;35
Short Sharp Shock;500000;Drama | Thriller;de;1998-10-15;0;93;6.1;10
Home Page;0;Documentary;en;1998-10-14;0;102;0.0;0
The Barber of Siberia;35000000;Comedy | Drama | Romance;ru;1998-10-13;0;180;7.2;32
Dear Jesse;0;;en;1998-10-10;0;82;0.0;0
The Footprints of a Spirit;0;Documentary;en;1998-10-10;0;45;0.0;0
The Unknown Cyclist;2000000;Drama;en;1998-10-10;0;96;5.0;1
One Tough Cop;0;;en;1998-10-09;0;90;3.0;3
Holy Man;60000000;Drama | Comedy;en;1998-10-08;0;114;4.9;113
Men Cry Bullets;0;Comedy | Drama;en;1998-10-08;2303;105;7.0;1
The Emperor and the Assassin;0;Drama | History;zh;1998-10-08;0;162;7.4;18
Place Vendome;0;Crime | Drama;fr;1998-10-07;0;117;6.3;5
Hornblower - The Even Chance;0;Action | Drama | Adventure | War;en;1998-10-07;0;100;6.8;16
U Pana Boga za piecem;0;Comedy;pl;1998-10-06;0;100;6.8;2
Bade Miyan Chote Miyan;0;Foreign;hi;1998-10-06;0;142;5.0;7
Cats;0;Music;en;1998-10-05;0;120;7.1;19
The Souler Opposite;0;;en;1998-10-04;0;104;0.0;0
Legalese;0;Drama;en;1998-10-04;0;92;4.0;1
About Sarah;0;Drama;en;1998-10-04;0;93;5.0;1
The Outskirts;0;Drama;ru;1998-10-04;0;95;6.5;4
Antz;60000000;Adventure | Animation | Comedy | Family;en;1998-10-02;171757863;83;6.0;1320
What Dreams May Come;85000000;Drama | Fantasy | Romance;en;1998-10-02;71485043;113;6.8;596
Strangeland;1100000;Horror;en;1998-10-02;631221;86;4.7;36
A Night at the Roxbury;17000000;Comedy;en;1998-10-01;30331165;81;5.9;202
Divorcing Jack;0;Comedy | Foreign | Romance;en;1998-10-01;0;110;6.7;5
Flowers of Shanghai;0;Drama;cn;1998-10-01;0;130;7.5;16
The Blood Oranges;0;Drama | Romance;en;1998-10-01;0;93;6.0;1
Universal Soldier II - Brothers in Arms;0;Action | Science Fiction;en;1998-09-27;0;92;3.7;8
Young Thugs - Nostalgia;0;Drama | Action | Comedy | Foreign;ja;1998-09-26;0;94;6.1;5
The Minion;0;Action | Thriller;fr;1998-09-26;0;95;4.8;6
Freedom Strike;0;Action;en;1998-09-26;0;93;4.8;4
The Land Girls;0;Drama | Romance | War;en;1998-09-25;0;111;7.0;3
Ronin;55000000;Action | Thriller | Crime | Adventure;en;1998-09-25;41610884;122;6.8;670
Urban Legend;14000000;Horror | Thriller;en;1998-09-25;72527595;99;5.6;293
Clay Pigeons;0;Comedy | Crime | Drama | Thriller;en;1998-09-25;0;104;6.3;39
Monument Ave.;0;Drama | Thriller | Crime;en;1998-09-25;0;93;6.3;8
Thursday;0;Drama | Action | Crime | Thriller;en;1998-09-25;0;84;7.0;84
SLC Punk;0;Crime | Romance | Comedy | Drama | Music;en;1998-09-24;299200;97;7.3;93
The Class Trip;0;Mystery | Drama;fr;1998-09-23;0;96;6.0;7
The Last Big Thing;0;Comedy | Drama;en;1998-09-23;0;98;6.0;3
Shadrach;0;Drama;en;1998-09-22;0;89;6.6;4
Addams Family Reunion;0;Comedy | Family | Fantasy | Thriller | TV Movie;en;1998-09-22;0;91;3.9;46
Scooby-Doo on Zombie Island;0;Animation | Comedy | Family | Mystery;en;1998-09-22;0;77;7.2;82
The Inspectors;0;Mystery | Crime;en;1998-09-20;0;105;6.5;2
Modulations;0;Documentary;en;1998-09-18;0;75;8.5;2
One True Thing;0;Drama | Romance;en;1998-09-18;0;127;6.2;27
Rush Hour;33000000;Action | Comedy | Crime | Thriller;en;1998-09-18;244386864;98;6.8;1254
Six-String Samurai;2000000;Action | Adventure | Science Fiction;en;1998-09-18;124494;91;5.8;36
The Eternal;0;Horror;en;1998-09-18;0;95;4.5;7
Notre Dame de Paris;0;History | Music | Drama | Romance;fr;1998-09-18;0;150;8.0;26
Pleasantville;0;Fantasy | Drama | Comedy;en;1998-09-17;0;124;7.1;498
Rushmore;9000000;Comedy | Drama;en;1998-09-17;17096053;93;7.5;688
Am I Beautiful?;0;Comedy;de;1998-09-17;0;117;7.7;3
Pecker;0;Comedy;en;1998-09-16;0;87;6.0;52
Love Is the Devil - Study for a Portrait of Francis Bacon;0;TV Movie | Drama;en;1998-09-16;0;90;6.7;19
The Dreamlife of Angels;500000;Drama | Foreign;fr;1998-09-16;0;113;6.9;18
Train of Life;154790;Drama | Comedy | War;fr;1998-09-16;0;103;7.4;48
Waking Ned;0;Comedy | Romance;en;1998-09-15;0;91;7.4;58
Spoiler;0;Science Fiction | Thriller | Horror;en;1998-09-15;0;99;8.0;2
Besieged;0;Drama | Romance;en;1998-09-14;0;93;7.2;14
Late August, Early September;0;Drama | Foreign;fr;1998-09-14;0;112;7.3;4
Dog Park;0;Romance | Comedy;en;1998-09-14;0;91;5.8;4
Elizabeth;30000000;Drama | History;en;1998-09-13;82150642;124;7.2;346
I Woke Up Early The Day I Died;0;Comedy;en;1998-09-13;0;90;4.7;3
Such a Long Journey;0;Drama;en;1998-09-13;0;113;0.0;0
Permanent Midnight;0;Drama | Romance;en;1998-09-12;0;88;6.0;32
Following;6000;Crime | Drama | Thriller;en;1998-09-12;48482;69;7.2;363
The Terrorist;24554;Drama;en;1998-09-12;140021;95;8.1;4
Bullet Ballet;0;Drama | Foreign | Thriller;ja;1998-09-12;0;98;6.5;27
Johnny 2.0;0;Science Fiction;en;1998-09-12;0;94;7.5;2
Rounders;12000000;Drama | Crime;en;1998-09-11;22921898;121;6.9;451
Simon Birch;20000000;Comedy | Drama | Family;en;1998-09-11;18253415;114;6.5;52
Without Limits;25000000;Drama;en;1998-09-11;777423;117;6.4;20
Very Bad Things;30000000;Comedy | Crime | Thriller;en;1998-09-11;9898412;100;6.2;182
The Adventures of Sebastian Cole;0;Drama | Comedy;en;1998-09-11;0;99;6.5;2
Trans;0;Drama;en;1998-09-11;0;80;0.0;0
L.A. Without a Map;0;Drama | Comedy | Romance;en;1998-09-11;0;107;6.0;11
Praise;0;Drama;en;1998-09-11;0;98;5.0;1
The Red Violin;18000000;Drama | Thriller | Mystery | Music | Romance;en;1998-09-10;9495408;131;7.2;101
With Friends Like These...;0;Horror | Science Fiction;en;1998-09-10;0;105;0.0;0
In The Winter Dark;0;Foreign;en;1998-09-10;0;92;6.5;1
Veranda för en tenor;0;Drama;sv;1998-09-10;0;97;6.0;1
The Quarry;0;Drama | Foreign;en;1998-09-09;0;112;2.5;2
Next Stop Paradise;0;Romance | Crime | Drama;fr;1998-09-09;0;99;8.0;7
